,course_id,urls,title,date_created,num_subscribers,is_paid,price,avg_rating,num_ratings,content_duration
100,5057856,/course/google-cloud-certification-ace-and-pca-2023/,Google Cloud Certification (ACE and PCA)-2023,2023-01-03T19:02:21Z,5,True,19.99,5.0,4,14.5
101,4862508,/course/gcp-ace-google-associate-cloud-engineer-certification/,GCP ACE - Google Associate Cloud Engineer Certification,2022-09-02T08:47:35Z,5437,True,19.99,4.9,12,240
102,4295226,/course/google-certified-associate-cloud-engineer-practice-exams/,Google Certified Associate Cloud Engineer Practice Exam 2023,2021-09-12T17:57:42Z,1243,True,19.99,4.35,13,120
103,4747082,/course/gcp-cloud-digital-leader-practice-tests/,Google Cloud Digital Leader Practice Tests | FEB 2023,2022-06-22T19:56:25Z,1516,True,19.99,4.642857,65,156
104,4512626,/course/codeless-data-engineering-in-gcp-beginner-to-advanced/,Practical Data Engineering in GCP: Beginner to Advanced,2022-01-24T16:01:03Z,260,True,19.99,4.25,56,4.5
105,5058232,/course/google-cloud-professional-database-engineer-tests/,GCP Professional Cloud Database Engineer Tests 2023,2023-01-03T21:41:30Z,1035,True,19.99,4.2777777,9,120
106,2349662,/course/terraform-beginner-to-advanced-using-google-cloud-platform/,Terraform Beginner to Advanced - Using Google Cloud Platform,2019-05-02T17:58:06Z,6738,True,19.99,4.390805,1270,2.5
107,4872320,/course/gcp-pcd-google-professional-cloud-developer/,GCP PCD - Google Professional Cloud Developer,2022-09-08T10:23:56Z,4843,True,19.99,4.388889,9,240
108,4500806,/course/google-cloud-associate-cloud-engineer-certification-course/,Google Cloud - Associate Cloud Engineer Certification Course,2022-01-17T23:44:51Z,4341,True,79.99,4.547619,360,13
109,5020370,/course/google-professional-cloud-devops-engineer-gcp/,Google Professional Cloud DevOps Engineer (GCP),2022-12-11T23:34:48Z,694,True,19.99,5.0,4,100
110,4569522,/course/google-certified-professional-data-engineer-practice-tests/,GCP - Google Cloud Professional Data Engineer Practice Tests,2022-02-25T11:11:26Z,125,True,44.99,4.0,16,215
111,1556924,/course/hands-on-google-cloud-platformgcp-cloud-architect/,Hands on Google cloud platform(GCP)--- Cloud Architect,2018-02-16T05:45:03Z,3000,True,44.99,4.0,816,3
